,year,selling_price,km_driven,fuel,seller_type,transmission,owner,selling_price_log,km_driven_log
1754,2004,90000,100005,Petrol,Dealer,Manual,Second Owner,11.407576060361786,11.5129854631703
1755,2013,580000,45264,Diesel,Dealer,Manual,First Owner,13.270785106659046,10.72028938590954
1756,2014,325000,39093,Petrol,Dealer,Manual,First Owner,12.691583538230217,10.573724281512968
1757,2013,495000,45241,Petrol,Dealer,Manual,First Owner,13.112315061750808,10.719781137917781
1758,2014,290000,12000,Petrol,Dealer,Manual,First Owner,12.577639650232573,9.392745258631441
1759,2018,375000,2769,Petrol,Dealer,Manual,First Owner,12.834683971615659,7.926602599181384
1760,2011,211000,43128,Diesel,Dealer,Manual,First Owner,12.259618151783465,10.671950903655498
1762,2004,70000,50000,Petrol,Individual,Manual,Second Owner,11.156264806643742,10.819798284210286
1763,2010,225000,60000,Petrol,Individual,Manual,Second Owner,12.323860125621126,11.002116507732017
1764,2014,420000,70000,Diesel,Individual,Manual,Third Owner,12.948012371209098,11.156264806643742
1765,2015,280000,22255,Petrol,Individual,Manual,First Owner,12.54254845357358,10.010366914163225
1766,2013,400000,59213,Petrol,Individual,Manual,First Owner,12.899222326086994,10.988913279400062
1767,2015,850000,55000,Diesel,Individual,Manual,First Owner,13.652992804936396,10.915106645867503
1768,2011,550000,80000,Diesel,Individual,Manual,First Owner,13.217675375388819,11.289794413577894
1770,2018,1000000,40000,Diesel,Individual,Manual,First Owner,13.815511557963774,10.596659732783579
1771,2014,350000,170000,Diesel,Individual,Manual,First Owner,12.765691290604371,12.04355959836804
1772,2011,350000,170000,Diesel,Individual,Manual,Second Owner,12.765691290604371,12.04355959836804
1773,2007,170000,70000,Petrol,Individual,Manual,Third Owner,12.04355959836804,11.156264806643742
1774,2020,828999,1010,Petrol,Dealer,Manual,Test Drive Car,13.627975434117433,6.918695219020472
1775,2020,1119000,1010,Petrol,Dealer,Manual,Test Drive Car,13.927946880948712,6.918695219020472
1776,2020,746000,1111,Petrol,Dealer,Manual,Test Drive Car,13.522482219667573,7.013915474810528
1777,2020,1030000,1010,Petrol,Dealer,Manual,Test Drive Car,13.845070331079134,6.918695219020472
1778,2020,1334000,1010,Diesel,Dealer,Manual,Test Drive Car,14.103693255082613,6.918695219020472
1779,2020,811999,1010,Petrol,Dealer,Manual,Test Drive Car,13.607255619143816,6.918695219020472
1780,2020,1331000,1010,Diesel,Dealer,Manual,Test Drive Car,14.101441848691767,6.918695219020472
1781,2020,852000,1010,Petrol,Dealer,Manual,Test Drive Car,13.655342979519684,6.918695219020472
1782,2006,45000,120000,Diesel,Individual,Manual,Second Owner,10.714439990727769,11.695255355062795
1783,2013,430000,70000,Diesel,Individual,Manual,Third Owner,12.971542813248437,11.156264806643742
1785,2015,830000,70000,Diesel,Individual,Manual,First Owner,13.629182184591333,11.156264806643742
1786,2009,409999,110000,Diesel,Individual,Manual,Second Owner,12.92391243868049,11.608244735642321
1787,2012,190000,80000,Diesel,Individual,Manual,Third Owner,12.154784614286667,11.289794413577894
1788,2007,200000,80000,Petrol,Individual,Manual,Second Owner,12.206077645517674,11.289794413577894
1789,2006,120000,110000,Petrol,Individual,Manual,Second Owner,11.695255355062795,11.608244735642321
1790,2019,850000,50000,Diesel,Individual,Manual,First Owner,13.652992804936396,10.819798284210286
1791,2011,95000,115000,Diesel,Individual,Manual,Fourth & Above Owner,11.461642696843066,11.652696102959753
1792,2013,213000,80000,Petrol,Individual,Manual,First Owner,12.269052139516223,11.289794413577894
1793,2018,660000,25000,Diesel,Individual,Manual,First Owner,13.399996629152975,10.12667110305036
1794,2017,415000,48965,Petrol,Dealer,Manual,First Owner,12.936036208848487,10.798881458697299
1795,2019,1100000,5166,Petrol,Dealer,Manual,Test Drive Car,13.910821646859095,8.550047528287184
1796,2012,650000,76290,Diesel,Dealer,Manual,First Owner,13.384729180332174,11.242310254876202
1797,2016,969999,70000,Diesel,Individual,Automatic,Second Owner,13.785051350479566,11.156264806643742
1798,2016,1250000,35000,Diesel,Individual,Manual,First Owner,14.038654909278163,10.463131911491967
1799,2017,715000,25000,Diesel,Individual,Automatic,First Owner,13.480039220276565,10.12667110305036
1801,2016,565000,47000,Diesel,Dealer,Manual,First Owner,13.244582780038517,10.757924157061597
1802,2013,615000,45766,Diesel,Individual,Manual,Second Owner,13.329379172803593,10.731318586382624
1803,2007,199000,78771,Diesel,Dealer,Manual,Second Owner,12.201065128819632,11.274312882752087
1804,2010,325000,79357,Diesel,Dealer,Manual,First Owner,12.691583538230217,11.281724540028286
1805,2012,409999,28000,Diesel,Individual,Manual,First Owner,12.92391243868049,10.239995502805316
1806,2012,500000,72000,Diesel,Dealer,Automatic,Second Owner,13.122365377402328,11.184435286790631
1807,2011,225000,76736,Diesel,Dealer,Manual,Second Owner,12.323860125621126,11.248139269995352
1808,2007,135000,70000,Petrol,Individual,Manual,Second Owner,11.813037464800539,11.156264806643742
1809,2012,750000,80000,Diesel,Individual,Automatic,Second Owner,13.527829818844937,11.289794413577894
1810,2009,155000,60000,LPG,Individual,Manual,Second Owner,11.951186847493476,11.002116507732017
1811,2012,335000,77000,Diesel,Dealer,Manual,Third Owner,12.721888795877375,11.251573687764477
1812,2005,114999,92645,Diesel,Dealer,Manual,Fourth & Above Owner,11.652687407345388,11.436541057548919
1813,2007,699000,101849,Diesel,Dealer,Manual,Second Owner,13.457407451830088,11.531256421654952
1814,2004,110000,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.608244735642321,11.695255355062795
1815,2012,300000,80000,Petrol,Individual,Manual,First Owner,12.611541086966115,11.289794413577894
1816,2014,700000,70000,Diesel,Individual,Manual,Second Owner,13.45883704259595,11.156264806643742
1817,2017,700000,120000,Diesel,Individual,Manual,First Owner,13.45883704259595,11.695255355062795
1818,2013,210000,42000,Petrol,Individual,Manual,Third Owner,12.25486757159303,10.645448706505872
1819,2012,600000,120000,Diesel,Individual,Manual,Third Owner,13.304686600863562,11.695255355062795
1820,2012,180000,155836,Diesel,Individual,Manual,Second Owner,12.100717685412471,11.956565868177721
1821,2011,220000,59000,Petrol,Individual,Manual,Second Owner,12.301387370778713,10.985309671896763
1822,2009,70000,60000,Petrol,Individual,Manual,First Owner,11.156264806643742,11.002116507732017
1823,2018,950000,70000,Diesel,Individual,Manual,Second Owner,13.76421831620775,11.156264806643742
1824,2014,800000,20000,Diesel,Individual,Manual,First Owner,13.592368256649284,9.90353755128617
1825,2012,700000,120000,Diesel,Individual,Manual,Third Owner,13.45883704259595,11.695255355062795
1826,2016,265000,40000,Petrol,Individual,Manual,First Owner,12.487488878546145,10.596659732783579
1827,2011,175000,90000,Diesel,Individual,Manual,Third Owner,12.07254696717504,11.407576060361786
1828,2012,260000,89000,Diesel,Individual,Manual,Second Owner,12.468440756144114,11.39640288460621
1829,2013,950000,80000,Diesel,Individual,Manual,Third Owner,13.76421831620775,11.289794413577894
1830,2009,250000,200000,Diesel,Individual,Manual,Fourth & Above Owner,12.429220196836383,12.206077645517674
1831,2015,630000,50000,Diesel,Individual,Manual,First Owner,13.353476685668044,10.819798284210286
1832,2012,35000,35000,Petrol,Individual,Manual,Third Owner,10.463131911491967,10.463131911491967
1852,2014,330000,200000,Diesel,Individual,Manual,Third Owner,12.706850963741102,12.206077645517674
1853,2009,150000,120000,Petrol,Individual,Manual,First Owner,11.918397239722838,11.695255355062795
1854,2008,105000,90000,Diesel,Individual,Manual,First Owner,11.561725152903833,11.407576060361786
1855,2013,185000,65000,Diesel,Individual,Manual,First Owner,12.128116509451258,11.082157933374816
1856,2014,260000,50000,Diesel,Individual,Manual,First Owner,12.468440756144114,10.819798284210286
1857,2012,450000,33000,Diesel,Individual,Manual,First Owner,13.017005083966255,10.404293143019792
1858,2016,500000,38000,Petrol,Individual,Manual,First Owner,13.122365377402328,10.545367754151743
1859,2012,260000,40000,Petrol,Individual,Manual,First Owner,12.468440756144114,10.596659732783579
1860,2012,265000,55000,Diesel,Individual,Manual,Second Owner,12.487488878546145,10.915106645867503
1861,2017,800000,26000,Diesel,Individual,Manual,Second Owner,13.592368256649284,10.165890277802454
1862,2016,869999,80000,Diesel,Individual,Manual,First Owner,13.676248490630767,11.289794413577894
1863,2018,690000,40000,Petrol,Individual,Manual,First Owner,13.444448325847754,10.596659732783579
1864,2011,825000,120000,Diesel,Individual,Manual,First Owner,13.623139877437296,11.695255355062795
1865,2006,160000,63230,Petrol,Individual,Manual,Second Owner,11.982935344196433,11.054549966205157
1866,2006,300000,120000,Diesel,Individual,Manual,Second Owner,12.611541086966115,11.695255355062795
1867,2005,100000,100000,Petrol,Individual,Manual,Third Owner,11.51293546492023,11.51293546492023
1868,2015,530000,77000,Diesel,Individual,Manual,Second Owner,13.180634172318978,11.251573687764477
1869,2016,360000,30000,Petrol,Individual,Manual,First Owner,12.793862088206213,10.308985993422082
1870,2015,220000,40000,Petrol,Individual,Manual,First Owner,12.301387370778713,10.596659732783579
1871,2017,178000,35000,Petrol,Individual,Manual,First Owner,12.08954444723597,10.463131911491967
1872,2018,515000,5000,Diesel,Individual,Manual,First Owner,13.151924121391561,8.517393171418904
1873,2014,300000,35000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.463131911491967
1876,2012,150000,80000,Diesel,Individual,Manual,Second Owner,11.918397239722838,11.289794413577894
1882,2017,750000,15000,Petrol,Individual,Manual,First Owner,13.527829818844937,9.61587214452889
1885,2012,950000,80000,Diesel,Individual,Manual,First Owner,13.76421831620775,11.289794413577894
1892,2006,90000,40000,Petrol,Individual,Manual,Second Owner,11.407576060361786,10.596659732783579
1894,2008,65000,110000,Petrol,Individual,Manual,Third Owner,11.082157933374816,11.608244735642321
1895,2012,312000,90000,Diesel,Individual,Manual,Second Owner,12.650761671914688,11.407576060361786
1896,2018,700000,25000,Diesel,Individual,Manual,First Owner,13.45883704259595,10.12667110305036
1897,2005,150000,47000,Petrol,Individual,Manual,First Owner,11.918397239722838,10.757924157061597
1898,2013,450000,60000,Diesel,Individual,Manual,First Owner,13.017005083966255,11.002116507732017
1899,2010,229999,120000,Diesel,Individual,Manual,Second Owner,12.345834587905333,11.695255355062795
1900,2008,111000,120000,Diesel,Individual,Manual,First Owner,11.6172944892629,11.695255355062795
1901,2012,250000,140000,Diesel,Individual,Manual,Second Owner,12.429220196836383,11.849404844423074
1902,2019,750000,1001,Diesel,Dealer,Manual,First Owner,13.527829818844937,6.90975328164481
1903,2017,774000,1758,Petrol,Dealer,Automatic,First Owner,13.559328444560693,7.472500744737558
1904,2018,711000,1452,Petrol,Dealer,Automatic,First Owner,13.47442911525415,7.2813856635702825
1905,2017,600000,35122,Diesel,Dealer,Manual,First Owner,13.304686600863562,10.466611465513152
1906,2015,455000,92621,Diesel,Dealer,Manual,First Owner,13.02805489573287,11.436281973409896
1907,2015,225000,92198,Petrol,Dealer,Manual,Second Owner,12.323860125621126,11.431704563498883
1908,2019,650000,5000,Diesel,Individual,Manual,First Owner,13.384729180332174,8.517393171418904
1909,2013,200000,50000,Petrol,Individual,Manual,First Owner,12.206077645517674,10.819798284210286
1910,2016,875000,74000,Diesel,Individual,Automatic,First Owner,13.681980308196241,11.211833885608513
1911,2017,750000,40000,Diesel,Individual,Automatic,First Owner,13.527829818844937,10.596659732783579
1912,2019,725000,22000,Diesel,Individual,Automatic,First Owner,13.493928313146206,9.99884318585288
1913,2007,100000,100000,Petrol,Individual,Manual,Second Owner,11.51293546492023,11.51293546492023
1914,2019,1100000,40000,Diesel,Individual,Manual,First Owner,13.910821646859095,10.596659732783579
1915,2017,2700000,30000,Diesel,Individual,Automatic,First Owner,14.80876270134486,10.308985993422082
1916,2016,280000,23000,Petrol,Individual,Manual,First Owner,12.54254845357358,10.043292972227004
1917,2009,150000,30000,Diesel,Individual,Manual,First Owner,11.918397239722838,10.308985993422082
1918,2010,200000,50000,Petrol,Individual,Manual,First Owner,12.206077645517674,10.819798284210286
1919,2010,148000,100000,Diesel,Individual,Manual,Second Owner,11.904974309480183,11.51293546492023
1920,2011,254999,70000,Petrol,Individual,Manual,Second Owner,12.449018824140563,11.156264806643742
1921,2013,360000,60000,Petrol,Individual,Manual,Second Owner,12.793862088206213,11.002116507732017
1922,2006,95000,90000,Petrol,Individual,Manual,Second Owner,11.461642696843066,11.407576060361786
1923,2007,185000,230000,Diesel,Individual,Manual,Second Owner,12.128116509451258,12.345838935721968
1924,2012,185000,40000,Diesel,Individual,Manual,First Owner,12.128116509451258,10.596659732783579
1925,2019,300000,15000,Petrol,Individual,Manual,First Owner,12.611541086966115,9.61587214452889
1926,2018,800000,40000,Petrol,Individual,Manual,First Owner,13.592368256649284,10.596659732783579
1927,2000,60000,50000,Petrol,Individual,Manual,First Owner,11.002116507732017,10.819798284210286
1928,2010,80000,50000,Petrol,Individual,Manual,Second Owner,11.289794413577894,10.819798284210286
1929,2018,500000,8000,Petrol,Individual,Manual,First Owner,13.122365377402328,8.987321812850125
1930,2013,250000,35000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.463131911491967
1931,2010,250000,80000,Diesel,Individual,Manual,First Owner,12.429220196836383,11.289794413577894
1932,2005,125000,50000,Petrol,Individual,Manual,Second Owner,11.736077016252437,10.819798284210286
1933,2002,100000,80000,Petrol,Individual,Manual,Fourth & Above Owner,11.51293546492023,11.289794413577894
1934,2010,480000,90000,Diesel,Individual,Manual,First Owner,13.081543466215237,11.407576060361786
1935,2018,320000,30000,Petrol,Individual,Manual,Second Owner,12.676079399771027,10.308985993422082
1936,2010,130000,70000,Petrol,Individual,Manual,Second Owner,11.775297421715827,11.156264806643742
1937,2006,57000,80000,Diesel,Individual,Manual,Second Owner,10.950824090522445,11.289794413577894
1938,2005,75000,60000,Petrol,Individual,Manual,First Owner,11.225256725762893,11.002116507732017
1939,2003,60000,35000,Petrol,Individual,Manual,First Owner,11.002116507732017,10.463131911491967
1940,2008,125000,70000,Petrol,Individual,Manual,First Owner,11.736077016252437,11.156264806643742
1941,2004,105000,100000,Petrol,Individual,Manual,Third Owner,11.561725152903833,11.51293546492023
1942,2008,125000,152000,LPG,Individual,Manual,Second Owner,11.736077016252437,11.931642378754141
1943,1998,69000,70000,Petrol,Individual,Manual,Second Owner,11.141876276228,11.156264806643742
1944,2012,130000,90000,Diesel,Individual,Manual,Second Owner,11.775297421715827,11.407576060361786
1945,2019,630000,40000,Petrol,Individual,Manual,First Owner,13.353476685668044,10.596659732783579
1946,2016,330000,50000,Petrol,Individual,Manual,Second Owner,12.706850963741102,10.819798284210286
1947,2014,340000,15000,Petrol,Individual,Manual,Second Owner,12.73670383776449,9.61587214452889
1948,2006,60000,120000,Petrol,Individual,Manual,Third Owner,11.002116507732017,11.695255355062795
1949,2014,550000,78322,Diesel,Individual,Manual,First Owner,13.217675375388819,11.268596580863035
1950,2014,480000,110000,Diesel,Individual,Manual,Second Owner,13.081543466215237,11.608244735642321
1951,2013,315000,80000,Diesel,Individual,Manual,Second Owner,12.660331092405906,11.289794413577894
1952,2012,165000,120000,Diesel,Individual,Manual,First Owner,12.013706813470414,11.695255355062795
1953,2016,170000,125000,Petrol,Individual,Manual,First Owner,12.04355959836804,11.736077016252437
1954,2018,550000,8000,Petrol,Individual,Manual,First Owner,13.217675375388819,8.987321812850125
1955,2018,465000,13000,Petrol,Individual,Manual,First Owner,13.049794835104816,9.472781556562168
1956,2012,120000,80000,Diesel,Individual,Manual,Third Owner,11.695255355062795,11.289794413577894
1957,2008,220000,54309,Petrol,Individual,Manual,First Owner,12.301387370778713,10.90246365102889
1958,2011,180000,70000,Diesel,Individual,Manual,Second Owner,12.100717685412471,11.156264806643742
1959,2006,150000,34600,Petrol,Individual,Manual,Third Owner,11.918397239722838,10.451637862362272
1960,2016,520000,25000,Petrol,Individual,Manual,First Owner,13.161586013632684,10.12667110305036
1961,2013,430000,80000,Diesel,Individual,Manual,Third Owner,12.971542813248437,11.289794413577894
1962,2009,300000,55000,Diesel,Individual,Manual,Second Owner,12.611541086966115,10.915106645867503
1963,2020,1000000,5000,Diesel,Individual,Manual,First Owner,13.815511557963774,8.517393171418904
1964,2017,725000,30000,Diesel,Individual,Manual,First Owner,13.493928313146206,10.308985993422082
1965,2011,500000,31000,Diesel,Individual,Manual,First Owner,13.122365377402328,10.34177474101152
1966,2011,250000,50000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.819798284210286
1967,2018,700000,38217,Diesel,Individual,Manual,First Owner,13.45883704259595,10.551061887801316
1968,2011,185000,50000,Petrol,Individual,Manual,Third Owner,12.128116509451258,10.819798284210286
1969,2011,200000,120000,Diesel,Individual,Manual,First Owner,12.206077645517674,11.695255355062795
1970,2004,315000,110000,Diesel,Individual,Manual,Third Owner,12.660331092405906,11.608244735642321
1974,2019,1700000,10000,Diesel,Individual,Manual,First Owner,14.346139397261565,9.210440366976517
1976,2016,370000,60000,Petrol,Individual,Manual,First Owner,12.821260987319457,11.002116507732017
1980,2011,250000,50000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.819798284210286
1982,2019,500000,15000,Petrol,Individual,Manual,First Owner,13.122365377402328,9.61587214452889
1989,2008,400000,35000,Petrol,Individual,Manual,Second Owner,12.899222326086994,10.463131911491967
1991,2014,200000,100000,Diesel,Individual,Manual,First Owner,12.206077645517674,11.51293546492023
1992,2016,284000,40000,Diesel,Individual,Manual,Second Owner,12.556733038263905,10.596659732783579
1993,2007,80000,60000,Petrol,Individual,Manual,Third Owner,11.289794413577894,11.002116507732017
1994,2014,170000,77000,Petrol,Individual,Manual,First Owner,12.04355959836804,11.251573687764477
1995,2011,150000,60000,Petrol,Individual,Manual,First Owner,11.918397239722838,11.002116507732017
1996,2010,110000,77073,Petrol,Individual,Manual,Second Owner,11.608244735642321,11.252521278294575
1997,2016,400000,70000,Diesel,Individual,Manual,First Owner,12.899222326086994,11.156264806643742
1998,2013,275000,90000,LPG,Individual,Manual,Second Owner,12.524530013005734,11.407576060361786
1999,2013,800000,186000,Diesel,Individual,Manual,Third Owner,13.592368256649284,12.133507329024972
2000,2014,550000,90000,Diesel,Individual,Manual,First Owner,13.217675375388819,11.407576060361786
2001,2007,125000,100000,Petrol,Individual,Manual,Second Owner,11.736077016252437,11.51293546492023
2002,2010,135000,80000,Petrol,Individual,Manual,Second Owner,11.813037464800539,11.289794413577894
2003,2012,349000,150000,Diesel,Individual,Manual,First Owner,12.762830066509972,11.918397239722838
2004,2014,458000,80000,Diesel,Individual,Manual,First Owner,13.034626646500051,11.289794413577894
2005,2018,300000,35000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.463131911491967
2006,2008,95000,70000,Petrol,Individual,Manual,First Owner,11.461642696843066,11.156264806643742
2007,2018,850000,50000,Diesel,Individual,Manual,First Owner,13.652992804936396,10.819798284210286
2008,2019,750000,25000,Diesel,Individual,Manual,First Owner,13.527829818844937,10.12667110305036
2009,2013,190000,120000,Diesel,Individual,Manual,First Owner,12.154784614286667,11.695255355062795
2010,2009,150000,70000,Petrol,Individual,Manual,First Owner,11.918397239722838,11.156264806643742
2011,2009,114999,106000,Petrol,Individual,Manual,Third Owner,11.652687407345388,11.571203807011969
2012,2010,320000,120000,Petrol,Individual,Manual,Third Owner,12.676079399771027,11.695255355062795
2013,2019,300000,120000,CNG,Individual,Manual,First Owner,12.611541086966115,11.695255355062795
2014,2016,275000,160000,Petrol,Individual,Manual,First Owner,12.524530013005734,11.982935344196433
2015,2010,140000,120000,Petrol,Individual,Manual,Second Owner,11.849404844423074,11.695255355062795
2016,2020,830000,10000,Petrol,Individual,Manual,First Owner,13.629182184591333,9.210440366976517
2017,2013,380000,50000,Petrol,Individual,Manual,First Owner,12.847929163278053,10.819798284210286
2018,2010,150000,90000,Petrol,Individual,Manual,Second Owner,11.918397239722838,11.407576060361786
2019,2008,50000,70000,Petrol,Individual,Manual,First Owner,10.819798284210286,11.156264806643742
2020,2008,155000,100000,Diesel,Individual,Manual,First Owner,11.951186847493476,11.51293546492023
2022,2010,300000,80000,Petrol,Individual,Manual,First Owner,12.611541086966115,11.289794413577894
2023,2018,300000,16584,Petrol,Dealer,Manual,First Owner,12.611541086966115,9.716253951381153
2024,2016,385000,38000,Diesel,Dealer,Manual,First Owner,12.861001210669146,10.545367754151743
2025,2010,221000,51000,Petrol,Dealer,Manual,First Owner,12.30592250537653,10.839600519357369
2026,2016,381000,38000,Diesel,Dealer,Manual,First Owner,12.850557278777309,10.545367754151743
2027,2015,250999,35000,Petrol,Dealer,Manual,First Owner,12.43320821811392,10.463131911491967
2028,2002,60000,120000,Petrol,Individual,Manual,Third Owner,11.002116507732017,11.695255355062795
2029,2016,380000,38000,Diesel,Dealer,Manual,First Owner,12.847929163278053,10.545367754151743
2030,2008,180000,144000,Diesel,Individual,Manual,Third Owner,12.100717685412471,11.87757552297847
2031,2017,751000,64000,Diesel,Dealer,Manual,First Owner,13.529162262303307,11.06665398721974
2032,2015,1250000,60000,Diesel,Dealer,Automatic,First Owner,14.038654909278163,11.002116507732017
2033,2014,229999,65000,Petrol,Dealer,Manual,First Owner,12.345834587905333,11.082157933374816
2034,2019,1250000,24000,Diesel,Individual,Manual,First Owner,14.038654909278163,10.085850775128717
2035,2014,782000,58000,Diesel,Dealer,Manual,Second Owner,13.569611298299009,10.968215530759236
2036,2014,780000,58000,Diesel,Dealer,Manual,Second Owner,13.567050480716235,10.968215530759236
2037,2016,245000,68000,Petrol,Dealer,Manual,First Owner,12.409017571151187,11.127277689932466
2038,2011,321000,81257,Diesel,Dealer,Manual,First Owner,12.679199517372098,11.305384556883427
2039,2017,509999,44000,Diesel,Dealer,Manual,First Owner,13.142166004700508,10.691967639914864
2040,2015,110000,45000,Petrol,Dealer,Manual,First Owner,11.608244735642321,10.714439990727769
2041,2013,400000,75000,Diesel,Dealer,Manual,First Owner,12.899222326086994,11.225256725762893
2042,2013,370000,90000,Petrol,Individual,Manual,First Owner,12.821260987319457,11.407576060361786
2043,2007,175000,80000,Diesel,Individual,Manual,Second Owner,12.07254696717504,11.289794413577894
2044,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner,13.815511557963774,10.463131911491967
2045,2013,92800,25000,Petrol,Individual,Manual,Second Owner,11.438212694578302,10.12667110305036
2046,2014,291000,90000,Diesel,Individual,Manual,First Owner,12.581081982573842,11.407576060361786
2048,2013,335000,110000,Diesel,Individual,Manual,Third Owner,12.721888795877375,11.608244735642321
2049,2013,170000,35000,Petrol,Individual,Manual,First Owner,12.04355959836804,10.463131911491967
2050,2019,295000,10000,Petrol,Individual,Manual,First Owner,12.59473402514672,9.210440366976517
2051,2019,375000,10000,Petrol,Individual,Manual,First Owner,12.834683971615659,9.210440366976517
2052,2012,215000,70000,Petrol,Individual,Manual,Second Owner,12.278397958261774,11.156264806643742
2053,2009,150000,110000,Diesel,Individual,Manual,Second Owner,11.918397239722838,11.608244735642321
2054,2003,60000,5000,Petrol,Individual,Manual,Second Owner,11.002116507732017,8.517393171418904
2060,2012,280000,110000,Diesel,Individual,Manual,Fourth & Above Owner,12.54254845357358,11.608244735642321
2061,2016,450000,50000,Diesel,Individual,Manual,Second Owner,13.017005083966255,10.819798284210286
2062,2018,1150000,58000,Diesel,Individual,Manual,First Owner,13.955273369904273,10.968215530759236
2063,2018,650000,15000,Diesel,Individual,Manual,First Owner,13.384729180332174,9.61587214452889
2064,2015,300000,60000,Petrol,Individual,Manual,Second Owner,12.611541086966115,11.002116507732017
2065,2015,73000,57000,Petrol,Individual,Manual,First Owner,11.19822841866684,10.950824090522445
2066,2015,400000,87000,Diesel,Individual,Manual,Third Owner,12.899222326086994,11.373674891823535
2067,2017,300000,70000,Petrol,Individual,Manual,First Owner,12.611541086966115,11.156264806643742
2068,2012,300000,30000,Petrol,Individual,Automatic,Second Owner,12.611541086966115,10.308985993422082
2069,2012,450000,80000,Diesel,Individual,Manual,First Owner,13.017005083966255,11.289794413577894
2070,2009,200000,100000,Petrol,Individual,Manual,Second Owner,12.206077645517674,11.51293546492023
2071,2019,580000,40000,Petrol,Individual,Manual,First Owner,13.270785106659046,10.596659732783579
2072,2017,550000,3917,Petrol,Individual,Manual,First Owner,13.217675375388819,8.273336598504486
2073,2007,190000,160000,Diesel,Individual,Manual,Second Owner,12.154784614286667,11.982935344196433
2074,2017,450000,35000,Diesel,Individual,Manual,First Owner,13.017005083966255,10.463131911491967
2075,2014,220000,70000,Petrol,Individual,Manual,First Owner,12.301387370778713,11.156264806643742
2076,2012,310000,69069,Petrol,Dealer,Manual,First Owner,12.644330802262578,11.142875762083019
2077,2019,650000,13500,Petrol,Individual,Manual,First Owner,13.384729180332174,9.510519035757246
2078,2014,300000,59059,Petrol,Dealer,Manual,First Owner,12.611541086966115,10.986309155297914
2079,2013,200000,70000,Petrol,Individual,Manual,First Owner,12.206077645517674,11.156264806643742
2080,2012,285000,39039,Petrol,Dealer,Manual,First Owner,12.560247968016562,10.57234204052703
2081,2014,335000,33033,Petrol,Dealer,Manual,First Owner,12.721888795877375,10.405292613081036
2082,2011,370000,55168,Petrol,Individual,Manual,Second Owner,12.821260987319457,10.918156480309198
2083,2013,375000,41041,Petrol,Dealer,Manual,First Owner,12.834683971615659,10.62235121160071
2084,2009,235000,67067,Petrol,Dealer,Manual,First Owner,12.367345048436391,11.113462309057699
2085,2013,345000,66066,Petrol,Dealer,Automatic,First Owner,12.75130259456002,11.098424657605864
2086,2013,365000,82082,Diesel,Dealer,Manual,First Owner,12.807655372286902,11.315486209444275
2087,2014,400000,48000,Petrol,Individual,Manual,First Owner,12.899222326086994,10.778977123006351
2088,2015,250000,30000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.308985993422082
2089,2012,465000,70070,Diesel,Dealer,Automatic,First Owner,13.049794835104816,11.157264292705586
2090,2017,300000,10000,Petrol,Individual,Manual,First Owner,12.611541086966115,9.210440366976517
2091,2018,655000,25000,Petrol,Individual,Manual,First Owner,13.39239204133378,10.12667110305036
2092,2016,350000,30000,CNG,Individual,Manual,Second Owner,12.765691290604371,10.308985993422082
2093,2015,500000,50000,Petrol,Dealer,Automatic,First Owner,13.122365377402328,10.819798284210286
2094,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,13.049794835104816,11.051905362739744
2095,2008,263000,70000,Diesel,Individual,Manual,First Owner,12.479913113434042,11.156264806643742
2096,2012,250000,90000,Petrol,Individual,Manual,First Owner,12.429220196836383,11.407576060361786
2097,1999,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner,11.002116507732017,11.407576060361786
2098,2005,70000,90000,Petrol,Individual,Manual,Third Owner,11.156264806643742,11.407576060361786
2103,2017,650000,140000,Diesel,Individual,Manual,First Owner,13.384729180332174,11.849404844423074
2104,2014,370000,80000,Diesel,Individual,Manual,Second Owner,12.821260987319457,11.289794413577894
2105,2016,509999,40000,Diesel,Individual,Manual,First Owner,13.142166004700508,10.596659732783579
2106,2011,280000,33000,Petrol,Individual,Manual,First Owner,12.54254845357358,10.404293143019792
2107,2010,180000,40000,Petrol,Individual,Manual,First Owner,12.100717685412471,10.596659732783579
2115,2017,650000,6000,Petrol,Individual,Manual,First Owner,13.384729180332174,8.699681400989514
2116,2010,200000,78000,Diesel,Dealer,Manual,Second Owner,12.206077645517674,11.264476926102367
2117,2011,210000,72000,Diesel,Dealer,Manual,Third Owner,12.25486757159303,11.184435286790631
2118,2011,75000,9528,Petrol,Dealer,Manual,First Owner,11.225256725762893,9.162095059348188
2119,2011,450000,135200,Diesel,Dealer,Manual,First Owner,13.017005083966255,11.814517839013352
2120,2011,220000,58000,Petrol,Dealer,Manual,Second Owner,12.301387370778713,10.968215530759236
2121,2013,325000,78000,Diesel,Dealer,Manual,Second Owner,12.691583538230217,11.264476926102367
2122,2018,450000,45000,Petrol,Individual,Manual,First Owner,13.017005083966255,10.714439990727769
